ticker,candle_index,score,ret_1,ret_2,ret_3,ret_6,ret_10
HLT,412,73,0.669,0.593,0.422,0.893,3.667
HLT,453,74,0.534,1.073,0.701,0.873,2.739
HLT,544,78,0.165,-0.286,-0.715,0.756,2.997
HLT,591,53,0.178,0.813,0.767,2.456,3.964
HLT,764,69,0.732,0.853,1.392,1.559,0.535
HLT,796,82,-0.857,-1.038,-1.145,0.58,-0.08
HLT,801,71,1.248,1.242,1.407,0.89,2.583
HLT,895,66,0.328,0.979,1.397,-1.464,-1.151
HLT,924,98,-2.561,-3.239,-1.308,-1.168,-0.912
HLT,961,89,1.916,-0.23,0.893,1.863,-2.597
HLT,1058,59,1.498,1.419,-0.075,2.088,5.54
HLT,1124,73,-0.212,2.427,2.736,3.359,2.809
HLT,1201,83,0.72,0.689,-0.215,0.627,0.433
HLT,1224,58,1.031,5.7,4.443,1.983,0.302
HLT,1249,60,-0.159,0.038,0.438,2.978,3.647
HLT,1322,67,0.729,0.644,2.158,2.946,3.331
HLT,1471,52,0.151,0.183,-1.819,-3.167,-3.201
HLT,1503,78,2.892,1.811,1.5,0.615,1.574
HLT,1525,57,0.964,1.428,-0.012,0.947,4.375
HLT,1577,77,0.35,-1.142,-1.873,-2.126,-1.189
HLT,1587,75,0.253,-0.12,0.954,-0.325,1.955
HLT,1656,61,0.487,-1.687,-1.907,-0.296,-4.527
HLT,1660,26,-0.044,0.252,-0.714,-4.003,-3.52
HLT,1677,85,0.654,0.09,-1.721,0.324,-0.383
HLT,1682,75,-0.411,0.242,1.557,-1.958,-2.458
HLT,1699,73,-0.536,-0.826,-1.549,,
HON,40,75,0.631,0.901,0.518,-0.216,0.483
HON,72,80,0.137,-0.656,0.464,3.251,2.437
HON,218,76,-0.031,-1.169,-1.766,-1.93,-0.508
HON,227,84,-0.14,-0.544,0.15,0.215,1.257
HON,273,71,-0.145,0.884,0.708,2.016,0.476
HON,349,73,0.758,0.089,-0.353,-1.337,1.973
HON,391,90,0.396,0.679,1.138,0.206,-0.422
HON,451,57,1.477,2.346,2.311,2.949,4.129
HON,534,82,-1.301,-1.935,-1.915,-2.818,-2.661
HON,539,85,-2.141,-1.132,-1.201,-2.455,-2.858
HON,541,39,-0.07,-0.77,-0.86,-1.985,-0.49
HON,548,85,-0.142,0.412,1.133,0.889,1.682
HON,590,54,-0.093,-0.293,-0.22,-0.22,-0.498
HON,665,74,1.44,0.394,0.592,4.287,5.433
HON,738,64,0.386,0.872,0.197,-0.294,-0.241
HON,769,52,0.049,0.216,-0.575,-2.066,-2.248
HON,804,73,-0.798,0.375,0.416,1.885,2.986
HON,866,86,-0.717,-1.423,-2.393,0.506,1.952
HON,910,72,0.758,0.631,1.485,-2.147,-3.024
HON,924,78,-0.397,-0.28,-0.19,0.228,0.632
HON,962,87,0.625,0.978,1.076,-2.531,-2.107
HON,1060,68,-0.864,-1.238,-0.036,1.91,6.305
HON,1063,56,0.842,1.797,1.947,6.272,7.214
HON,1118,72,-0.305,-1.687,-1.549,-2.094,-0.446
HON,1125,75,0.129,0.259,1.16,0.79,-0.032
HON,1169,85,-1.463,-1.807,-1.951,-2.021,-2.364
HON,1176,83,-0.54,-0.86,-1.213,-1.281,-1.612
HON,1186,74,-0.358,-0.578,-0.759,-0.521,0.917
HON,1190,63,-0.103,-0.05,0.434,1.394,1.452
HON,1215,83,-1.827,-2.902,-2.327,-2.685,0.254
HON,1222,69,0.034,1.811,1.486,7.66,4.549
HON,1260,61,1.77,1.33,1.8,2.273,0.632
HON,1290,74,0.426,0.336,0.31,0.276,0.021
HON,1321,58,0.805,0.927,0.964,0.875,2.97
HON,1496,75,-0.304,-0.733,-2.827,-2.152,-3.697
HON,1517,98,0.549,-0.261,-0.443,-1.05,1.032
HON,1568,71,0.005,-1.016,-1.351,2.122,0.668
HON,1627,80,4.457,3.291,4.703,3.827,3.546
HON,1662,73,-0.477,-2.932,-2.299,-2.69,-0.433
HOOD,53,83,-3.902,-4.162,-4.787,-4.995,-2.914
HOOD,62,87,0.202,-1.624,-3.127,-3.342,-2.107
HOOD,71,77,0.385,0.66,-0.771,4.405,4.956
HOOD,98,97,-1.301,-1.821,-1.474,-8.066,-6.1
HOOD,109,73,1.049,0.802,0.494,-1.543,2.037
HOOD,207,71,-1.811,-1.993,-1.73,-2.294,-9.94
HOOD,231,69,1.681,2.708,2.708,2.241,0.467
HOOD,259,65,0.826,0.275,-2.756,-1.245,1.377
HOOD,269,72,-0.453,1.902,1.812,4.747,8.741
HOOD,394,73,-0.17,-2.886,-2.037,-0.179,-4.414
HOOD,409,72,0.567,1.758,2.467,2.07,-1.9
HOOD,424,81,-1.585,-0.245,1.231,9.623,14.708
HOOD,543,83,0.844,3.573,4.502,5.205,11.733
HOOD,587,66,1.546,6.0,6.591,9.963,11.907
HOOD,669,83,3.034,3.137,3.242,4.658,15.023
HOOD,768,70,0.356,2.529,2.59,-0.801,-2.745
HOOD,782,61,-0.341,0.644,3.778,7.947,2.413
HOOD,895,100,0.323,1.049,1.278,-14.098,-3.772
HOOD,905,98,0.838,0.755,-5.366,-6.581,-21.977
HOOD,922,78,4.676,7.085,2.291,9.123,13.048
HOOD,958,95,-9.619,-4.063,-2.582,4.501,-3.577
HOOD,1162,84,0.454,-1.217,1.517,3.534,-1.799
HOOD,1230,76,0.668,5.867,5.025,4.963,6.673
HOOD,1264,74,0.355,-6.731,-8.987,-6.364,-12.489
HOOD,1280,73,-3.25,-8.912,-10.14,-9.175,-4.333
HOOD,1287,76,1.786,1.901,0.182,11.58,13.308
HOOD,1340,77,0.225,-0.911,0.196,-2.896,-1.67
HOOD,1366,81,0.465,0.53,-1.705,-2.74,-5.84
HOOD,1382,63,-0.442,-0.277,1.731,0.888,-6.532
HOOD,1405,78,-0.461,-1.351,-0.086,-1.383,-4.624
HOOD,1434,72,5.935,6.056,4.54,3.544,-14.719
HOOD,1449,73,-0.237,-0.935,-0.685,-0.961,0.645
HOOD,1526,83,-0.341,-2.281,-2.004,-2.53,1.947
HOOD,1575,72,-3.416,-3.491,-4.541,2.195,-2.91
HOOD,1579,54,3.611,4.838,0.373,-0.399,0.082
HOOD,1603,74,5.281,11.322,22.082,18.998,8.659
HOOD,1696,80,0.575,1.78,-0.177,0.387,
HPE,44,60,0.527,-0.059,-0.732,0.367,-1.523
HPE,51,71,-0.117,-0.76,-1.753,-4.734,-11.163
HPE,70,70,0.295,0.524,0.754,1.737,3.868
HPE,127,68,-0.81,-0.78,1.259,2.039,-0.66
HPE,230,87,0.098,0.52,0.585,1.138,2.537
HPE,271,71,0.323,0.584,0.227,1.817,-1.914
HPE,299,77,-0.199,0.099,0.132,-0.695,-1.358
HPE,398,73,0.177,1.124,1.298,1.681,-3.068
HPE,411,76,1.542,1.898,0.593,1.898,1.097
HPE,545,75,-0.058,3.748,3.458,8.951,9.212
HPE,593,76,0.087,5.547,5.78,9.614,8.655
HPE,657,76,-0.708,-3.441,-4.88,-1.342,-2.709
HPE,725,59,-0.551,-0.503,1.303,8.683,5.76
HPE,763,80,-0.324,1.018,1.064,1.805,0.324
HPE,784,57,0.554,0.646,5.789,5.189,1.222
HPE,847,75,0.893,0.447,0.611,-0.306,0.564
HPE,921,95,0.904,1.646,2.195,5.602,3.454
HPE,947,80,0.093,-12.19,-15.199,-17.587,-23.356
HPE,960,96,0.0,2.874,4.511,9.203,10.186
HPE,1122,62,-0.383,-0.766,-1.459,2.321,1.172
HPE,1230,74,0.235,1.664,3.179,4.011,4.16
HPE,1258,80,-0.479,-4.634,-4.503,-2.147,-4.419
HPE,1265,76,-0.916,-3.109,-2.364,-2.811,-10.158
HPE,1287,74,0.475,0.166,0.665,1.852,3.918
HPE,1385,70,0.135,-0.247,-1.213,-0.831,-3.773
HPE,1402,73,-1.556,-2.334,-3.523,-2.883,-1.007
HPE,1470,72,1.09,0.705,0.872,3.971,2.397
HPE,1493,75,-0.573,-3.3,-0.894,-1.146,0.16
HPE,1658,74,0.995,7.622,11.037,7.226,3.494
HPQ,72,63,0.042,0.27,0.612,4.431,3.842
HPQ,203,65,-0.1,3.42,3.504,1.018,1.201
HPQ,231,74,0.55,0.464,0.24,1.512,2.867
HPQ,273,74,0.53,0.477,0.46,1.449,1.396
HPQ,394,71,-0.342,2.197,1.243,1.819,1.495
HPQ,496,71,0.595,0.283,1.543,2.18,5.747
HPQ,544,84,1.237,0.775,3.429,3.667,7.066
HPQ,595,82,-0.29,-0.09,0.0,0.304,3.141
HPQ,668,57,-0.655,0.983,0.764,1.938,1.406
HPQ,725,76,-0.259,-0.409,-0.259,-1.203,-0.368
HPQ,734,70,-0.288,-0.11,-3.179,-5.262,-3.905
HPQ,763,74,-0.197,0.668,0.91,1.715,0.683
HPQ,815,82,0.259,1.169,0.822,1.4,-0.38
HPQ,838,55,-2.215,-2.064,-2.863,-2.983,-2.188
HPQ,849,68,0.046,-0.178,0.123,-0.921,1.889
HPQ,909,79,0.35,1.651,1.834,-4.285,-6.552
HPQ,923,75,1.031,0.332,0.262,0.132,0.472
HPQ,962,96,1.536,2.582,0.896,0.192,1.344
HPQ,1039,79,-0.594,1.227,1.227,-1.98,-3.663
HPQ,1050,79,0.163,-0.918,-0.775,-1.631,0.082
HPQ,1058,46,2.28,2.678,2.134,3.494,2.343
HPQ,1096,58,0.933,2.582,2.8,1.331,2.383
HPQ,1120,60,0.396,2.929,3.404,5.482,5.858
HPQ,1202,74,-0.635,-1.867,-0.822,0.392,1.176
HPQ,1205,63,2.071,1.789,1.224,-3.747,7.456
HPQ,1212,56,0.923,4.965,5.334,2.215,3.378
HPQ,1266,72,-0.89,-1.108,-1.306,-6.787,-10.111
HPQ,1283,75,5.018,6.079,5.924,7.825,4.73
HPQ,1350,71,-0.112,0.302,0.237,-2.111,-2.564
HPQ,1370,92,-0.539,-5.544,-5.589,-3.771,-3.681
HPQ,1379,95,0.704,0.188,-0.728,-1.643,-2.558
HPQ,1403,86,-0.076,-2.217,-2.469,-1.612,-2.394
HPQ,1407,34,0.309,0.567,0.206,-0.232,-0.567
HPQ,1464,74,0.599,-0.4,-1.144,-0.844,2.587
HPQ,1514,66,0.106,3.84,3.151,2.648,0.238
HPQ,1542,68,1.333,2.079,2.559,5.705,13.223
HPQ,1654,75,0.005,1.864,1.62,7.131,7.839
HRL,62,75,-0.177,2.306,3.612,1.451,4.741
HRL,118,57,0.475,0.215,-0.598,-2.684,-6.61
HRL,136,71,-0.346,-0.267,-1.037,-0.864,0.299
HRL,178,52,-0.235,-0.392,-0.58,-0.392,0.016
HRL,237,79,-0.293,-0.537,-0.993,-0.977,0.374
HRL,279,77,-2.584,-3.125,-3.007,-2.703,-2.301
HRL,287,81,-0.24,-0.878,-0.514,0.926,1.937
HRL,390,60,0.289,0.88,1.443,2.252,2.367
HRL,459,73,-0.963,-0.114,-0.392,-0.441,-0.473
HRL,593,53,-0.107,-0.046,-0.568,-1.827,-2.794
HRL,612,68,-0.158,-0.032,0.063,-0.536,-1.167
HRL,631,69,-0.289,-0.289,0.192,0.096,2.711
HRL,666,67,0.634,1.04,0.65,-0.292,-1.283
HRL,681,65,-0.587,-0.913,-1.467,-0.522,-4.433
HRL,699,79,0.787,1.222,1.356,3.03,5.274
HRL,769,73,-0.299,-0.126,0.079,-1.497,-1.466
HRL,781,70,-0.269,-0.111,-0.214,-1.854,-4.643
HRL,801,78,-1.091,-0.595,-0.777,-2.166,-1.19
HRL,809,89,0.487,0.437,0.218,3.327,2.0
HRL,861,79,-0.897,-1.19,-1.621,-1.552,-2.138
HRL,867,73,-0.105,-0.298,-0.28,-0.911,0.701
HRL,899,69,0.511,0.937,-0.852,-1.585,-1.176
HRL,963,56,-0.715,-1.235,-1.252,-0.439,-0.536
HRL,997,74,-0.832,-1.001,-1.473,-1.558,0.652
HRL,1069,52,-0.76,-0.727,-0.404,-1.358,1.067
HRL,1099,76,-0.508,-0.779,-1.016,-3.285,-4.216
HRL,1117,79,-0.035,-0.177,-0.389,0.654,1.643
HRL,1138,69,-0.659,0.468,0.33,0.399,0.226
HRL,1163,81,0.02,0.098,-2.764,-0.333,-2.999
HRL,1216,73,-0.588,0.126,-0.147,0.21,1.786
HRL,1234,63,-0.839,-8.948,-9.895,-9.644,-9.958
HRL,1249,72,0.093,1.161,0.999,2.113,2.856
HRL,1378,73,0.874,1.552,-0.131,1.093,6.448
HRL,1453,95,0.266,0.246,-0.307,0.983,3.193
HRL,1506,71,-0.721,-0.896,-2.185,-2.972,-0.328
HRL,1513,85,1.56,1.025,1.672,1.872,2.653
HRL,1546,72,-0.167,0.788,1.218,1.839,3.009
HRL,1567,69,0.117,-0.606,-3.145,-2.493,-3.308
HRL,1591,84,0.172,0.049,1.447,3.433,2.452
HSIC,82,74,0.311,0.511,0.479,1.294,1.142
HSIC,134,64,0.0,0.359,-0.301,0.568,1.567
HSIC,227,73,0.297,-0.135,-0.108,1.141,0.23
HSIC,244,53,-0.094,0.175,0.803,1.296,1.235
HSIC,279,50,-2.496,-3.618,-3.262,-2.694,-0.172
HSIC,286,62,-0.344,-0.198,-0.093,0.013,-1.018
HSIC,339,93,-0.31,-1.274,-0.916,-1.526,-0.783
HSIC,346,68,-0.628,-0.548,-0.107,-2.733,-2.165
HSIC,358,85,0.784,1.689,1.213,-1.488,-1.796
HSIC,391,81,1.157,1.651,2.645,3.301,3.16
HSIC,415,96,2.5,2.163,2.57,2.935,2.149
HSIC,471,82,2.44,3.188,1.088,1.602,-0.121
HSIC,490,76,-0.463,-1.282,-1.722,-1.722,-2.587
HSIC,547,67,-0.316,-1.192,-1.651,0.201,-0.675
HSIC,591,66,-0.488,-1.867,-1.209,1.068,0.962
HSIC,633,61,0.439,1.599,0.566,1.662,1.365
HSIC,663,61,0.049,0.542,-3.592,-2.904,-3.668
HSIC,691,97,0.292,4.886,6.92,9.771,7.511
HSIC,738,67,-0.094,1.497,2.285,2.927,2.392
HSIC,769,75,-0.211,-0.351,-1.334,-2.401,-2.886
HSIC,784,70,1.263,0.861,4.964,4.613,3.431
HSIC,799,17,-0.212,-0.338,0.049,0.254,1.17
HSIC,874,70,0.582,0.686,1.003,0.22,0.453
HSIC,905,97,0.014,-0.042,1.889,4.743,2.952
HSIC,925,74,0.292,-0.209,-1.379,-2.904,-2.716
HSIC,946,86,0.21,0.224,-2.439,-5.233,-9.186
HSIC,962,78,0.496,1.784,-0.683,-1.831,-2.125
HSIC,989,53,-0.487,0.152,1.37,1.355,5.131
HSIC,1097,81,2.555,2.77,1.274,-1.08,-2.977
HSIC,1125,84,1.573,2.133,4.084,2.723,1.664
HSIC,1169,51,-0.935,-0.776,-1.071,-1.668,-1.438
HSIC,1184,49,-0.389,-1.885,-2.461,-4.857,-5.598
HSIC,1200,73,0.202,-1.779,-1.286,-2.968,-5.053
HSIC,1221,84,1.429,1.508,1.492,0.81,1.302
HSIC,1238,38,-1.291,-0.396,-0.804,1.432,11.925
HSIC,1390,65,-1.003,-0.813,-0.165,0.521,0.051
HSIC,1427,99,-0.046,2.742,2.072,4.907,6.367
HSIC,1461,54,-0.276,1.382,1.231,4.661,1.241
HSIC,1513,100,-0.363,-0.564,-0.954,-1.048,-2.377
HSIC,1586,98,0.777,-0.25,0.916,1.18,0.604
HST,75,98,4.161,4.353,7.65,6.498,6.146
HST,230,62,0.025,0.251,0.025,-1.654,-2.531
HST,245,62,0.025,-0.279,0.507,0.152,-2.563
HST,265,64,-0.23,-0.358,-0.794,-1.664,0.036
HST,272,53,0.231,-0.692,0.216,0.821,-1.667
HST,286,50,0.609,1.066,0.102,-0.431,2.335
HST,363,67,-1.981,-1.836,-1.691,-3.043,-0.725
HST,373,72,0.194,0.827,-1.192,-1.071,-4.72
HST,394,87,-0.129,-0.414,0.052,-1.709,-1.398
HST,412,75,-0.053,0.053,-0.426,-3.486,-1.464
HST,422,76,-0.297,0.054,-0.027,0.581,-0.405
HST,451,82,0.11,-0.908,-1.541,-1.095,-0.22
HST,474,58,-0.138,0.636,1.41,-0.581,-1.382
HST,499,69,0.903,1.044,0.734,3.612,6.236
HST,528,85,-1.125,-1.687,-5.456,-8.943,-8.549
HST,543,86,-0.518,-2.132,-2.284,-1.31,-0.609
HST,590,61,1.89,1.337,1.192,3.605,7.791
HST,631,60,-0.14,0.196,0.421,0.561,0.196
HST,653,58,-0.085,0.028,-0.648,-1.692,-1.635
HST,668,59,3.059,2.465,1.785,1.87,3.966
HST,702,62,0.364,0.364,1.43,3.588,3.168
HST,767,74,0.06,0.55,0.33,-1.293,-2.31
HST,787,73,-0.4,-1.087,-1.459,-2.746,-2.46
HST,798,76,-1.082,0.234,0.351,1.053,1.52
HST,850,75,0.181,0.907,1.299,0.907,-0.363
HST,868,68,0.244,-0.031,2.38,3.448,2.197
HST,897,75,1.859,0.527,0.124,-1.736,-0.682
HST,905,85,-0.248,-0.682,-2.015,1.085,-4.464
HST,910,60,1.811,1.873,0.656,-4.308,-9.335
HST,927,74,-0.099,-0.528,-1.288,-1.155,-2.278
HST,933,75,0.2,-0.835,-1.169,-3.039,-5.878
HST,947,86,0.653,-6.566,-8.663,-11.035,-12.307
HST,958,96,-7.706,-5.419,-4.856,-2.956,-5.63
HST,1126,74,0.736,2.143,2.974,1.151,2.622
HST,1215,79,0.794,1.19,-0.031,-0.672,1.526
HST,1249,74,-0.825,4.552,5.897,8.891,11.03
HST,1286,57,-0.516,-0.344,-0.574,2.117,1.721
HST,1318,61,1.147,2.982,2.265,4.014,5.271
HST,1369,61,0.743,0.413,-1.349,-0.055,1.597
HST,1376,82,-0.547,1.503,0.847,-0.191,1.285
HST,1483,79,-0.248,-0.248,-2.083,-5.455,-4.984
HST,1506,79,0.342,-0.447,0.447,0.789,1.659
HST,1525,80,-0.052,-0.418,-0.757,0.392,2.924
HST,1529,39,-0.131,0.392,0.0,2.924,5.17
HST,1666,74,1.038,2.118,2.832,2.572,5.08
HSY,42,71,-0.634,-1.821,-1.851,-2.186,-1.836
HSY,50,82,-0.042,0.052,-0.558,-0.36,-0.99
HSY,74,74,-0.387,0.769,0.525,-0.594,-0.53
HSY,133,71,0.549,0.898,0.888,-0.201,-0.206
HSY,158,69,0.119,-1.873,-1.365,-3.38,-3.364
HSY,178,73,-0.694,-0.596,-0.749,-0.046,0.245
HSY,294,62,-0.17,-0.86,-0.553,-0.01,-1.137
HSY,299,38,-0.021,0.599,0.436,-2.18,-3.311
HSY,317,85,-0.016,-3.503,-2.546,-0.351,2.488
HSY,323,88,0.048,2.747,2.721,2.703,3.75
HSY,391,79,0.157,0.73,1.658,1.697,0.622
HSY,453,70,-1.22,-0.845,-0.742,-2.004,-4.733
HSY,478,78,0.321,-0.198,-0.412,-2.143,-2.405
HSY,575,63,0.123,0.59,0.767,1.63,3.609
HSY,617,78,0.212,-0.896,-1.083,-2.73,-2.902
HSY,641,78,-0.032,-0.377,-0.495,-1.524,-2.135
HSY,653,73,-0.226,-0.139,-1.738,-2.24,-2.731
HSY,665,72,0.187,0.478,0.637,-1.257,-3.045
HSY,678,84,-1.213,-1.091,-0.557,0.269,-0.69
HSY,701,74,0.376,0.362,0.523,0.442,-0.891
HSY,769,74,-0.409,-0.485,-0.012,-1.426,-1.592
HSY,810,69,0.172,-0.841,-0.753,-0.318,-2.863
HSY,850,93,-0.065,-0.072,0.978,1.221,4.041
HSY,937,75,0.19,0.589,1.451,1.017,-1.002
HSY,960,85,0.527,0.902,3.277,2.302,1.425
HSY,985,83,0.526,-0.232,0.586,-0.409,0.83
HSY,991,43,0.692,1.453,2.636,2.558,1.353
HSY,1021,93,0.381,-0.666,-1.085,1.925,2.63
HSY,1090,85,0.458,0.399,0.487,5.99,7.269
HSY,1138,62,-0.617,-1.64,-1.916,-1.526,-0.237
HSY,1249,91,0.094,-0.433,-0.834,0.243,-0.474
HSY,1322,64,-0.278,-0.204,0.246,2.175,3.052
HSY,1363,63,-0.071,-0.621,-1.351,-1.741,-1.569
HSY,1375,71,0.329,0.547,1.563,4.788,5.387
HSY,1417,55,-1.828,-2.177,-1.309,4.431,5.494
HSY,1420,23,2.778,3.028,5.817,6.368,16.865
HSY,1513,88,0.637,0.033,0.372,-2.212,-0.743
HSY,1532,76,-0.414,0.159,0.563,-0.905,-3.758
HSY,1556,74,0.224,0.203,-0.099,-1.92,-3.157
HSY,1573,77,0.535,0.784,0.346,0.557,3.737
HSY,1626,73,-0.708,-0.568,-1.044,-2.449,-5.285
HSY,1639,94,1.533,2.024,-0.931,-0.117,-2.147
HSY,1671,77,-1.219,-1.968,-2.369,-2.374,-1.499
HSY,1675,45,-0.839,-0.623,0.221,0.268,4.962
HSY,1678,74,0.139,-0.674,0.046,3.632,7.627
HUM,84,86,-1.059,-1.743,-3.122,-1.774,-2.069
HUM,140,86,-0.392,-2.364,-3.7,-4.768,-4.173
HUM,155,89,-0.29,0.512,0.515,-2.855,-4.564
HUM,178,74,-0.238,-0.198,-0.496,-0.654,0.772
HUM,225,79,-11.492,-7.637,-8.005,-10.337,-9.341
HUM,238,77,-1.081,-1.111,-13.509,-11.448,-9.825
HUM,250,85,1.738,1.498,2.061,0.718,2.357
HUM,286,63,-0.375,-0.337,0.65,0.344,0.104
HUM,330,70,0.834,0.217,-0.402,0.555,1.815
HUM,375,77,-0.584,-0.163,-0.613,-2.256,-0.676
HUM,407,98,1.916,2.168,1.811,1.623,3.17
HUM,547,73,1.257,1.176,1.047,-0.145,1.531
HUM,603,81,0.016,0.016,-0.141,-0.208,2.487
HUM,628,90,2.424,2.383,3.043,9.052,4.168
HUM,668,63,7.867,10.705,10.677,10.22,5.747
HUM,737,64,-1.201,-1.672,-4.865,-4.383,-6.499
HUM,762,98,-0.419,0.649,2.522,3.048,2.675
HUM,870,89,1.068,0.089,1.292,4.601,2.098
HUM,923,72,1.759,2.897,3.826,3.039,4.083
HUM,1002,85,-6.521,-9.602,-9.345,-10.029,-2.143
HUM,1011,86,0.409,2.417,3.513,-5.237,-8.335
HUM,1027,75,0.659,-0.832,-0.058,0.927,-0.918
HUM,1096,76,0.13,0.765,2.759,2.796,2.214
HUM,1187,75,-2.883,-2.891,-2.69,-2.49,-5.781
HUM,1265,67,0.453,-1.651,-1.568,-1.36,-1.202
HUM,1357,56,0.076,-0.127,0.119,1.943,6.468
HUM,1425,73,1.513,-0.21,-0.544,0.238,-0.202
HUM,1472,83,0.328,2.07,2.652,-0.242,-2.486
HUM,1505,78,-0.839,-0.292,-0.585,-0.649,0.778
HUM,1524,35,1.81,2.373,3.839,7.277,16.088
HUM,1702,73,0.859,,,,
HWM,66,76,-0.81,-1.038,-1.677,0.103,9.867
HWM,204,64,-0.947,-0.019,0.464,-0.26,2.136
HWM,346,67,-0.282,0.304,0.252,0.98,0.475
HWM,372,76,-0.603,-2.22,-1.907,-2.503,-4.663
HWM,394,84,0.481,-0.372,0.388,2.622,4.452
HWM,484,77,-0.063,-1.707,-2.535,-2.083,-1.104
HWM,491,77,1.421,0.141,0.896,3.649,2.183
HWM,516,75,3.003,2.754,0.736,2.604,3.252
HWM,590,63,1.178,1.093,0.626,0.35,3.374
HWM,667,73,0.73,9.942,11.895,10.174,12.151
HWM,762,86,0.271,-0.805,-0.109,1.0,0.199
HWM,781,66,-0.715,-0.948,0.966,0.84,-0.59
HWM,917,83,0.172,-2.986,-3.793,0.317,3.456
HWM,960,85,-0.468,1.18,2.267,0.153,-0.765
HWM,973,48,-0.393,4.877,3.879,8.795,10.533
HWM,1141,74,0.288,-1.362,-0.779,1.494,1.638
HWM,1281,65,-2.574,-3.563,-4.358,-2.559,-0.877
HWM,1290,76,0.858,1.002,1.701,1.272,-1.419
HWM,1316,77,-1.276,-1.369,-1.366,-0.58,2.206
HWM,1320,94,-0.738,-0.495,0.89,2.293,1.708
HWM,1337,63,-0.532,-0.605,1.17,3.831,5.281
HWM,1425,78,-2.011,-2.032,-2.281,-1.831,5.531
HWM,1514,74,0.789,1.534,1.656,-3.671,-3.751
HWM,1526,76,0.302,-1.565,-2.358,-1.024,6.751
HWM,1572,68,-0.671,4.011,4.904,12.285,10.316
HWM,1621,88,-1.845,-2.989,0.148,2.976,7.941
IBKR,53,98,-5.275,-4.061,-4.882,-7.219,-6.993
IBKR,69,78,0.871,0.871,0.578,-0.821,0.366
IBKR,113,67,0.313,0.063,1.713,1.751,1.101
IBKR,135,77,0.755,1.273,1.395,0.921,2.194
IBKR,391,78,1.381,1.381,3.259,3.622,4.124
IBKR,478,72,-1.529,-1.253,-0.667,0.533,1.843
IBKR,527,74,-1.953,-0.642,-1.788,-6.294,-9.227
IBKR,542,91,0.303,0.996,2.009,1.818,4.079
IBKR,745,74,-0.732,-1.087,-0.427,-0.089,-1.392
IBKR,748,67,0.872,0.825,0.34,-0.323,-1.348
IBKR,754,54,-0.648,-2.09,-2.845,-2.901,-1.028
IBKR,762,100,-0.266,0.38,0.635,2.399,1.638
IBKR,898,76,-2.901,-2.961,-9.339,-6.361,-9.117
IBKR,906,77,-2.005,-4.049,-3.564,-2.374,-13.385
IBKR,912,74,-11.617,-12.904,-11.253,-10.888,-12.497
IBKR,923,77,1.638,0.268,0.67,2.729,5.119
IBKR,946,93,2.213,0.705,-5.026,-15.638,-15.13
IBKR,958,95,-5.48,-3.784,-1.675,1.336,-7.539
IBKR,976,73,4.489,4.533,4.669,4.675,6.264
IBKR,1147,85,-2.677,-2.298,-0.718,-1.682,1.035
IBKR,1150,90,-0.095,-1.209,-0.971,1.082,-3.866
IBKR,1155,77,-0.595,0.078,0.735,-5.868,-2.644
IBKR,1167,65,1.647,1.295,2.935,-0.448,-0.334
IBKR,1231,66,1.222,1.113,0.378,0.684,2.356
IBKR,1288,72,-0.032,0.586,0.976,3.363,1.377
IBKR,1340,75,-0.054,-0.511,0.805,1.688,2.013
IBKR,1435,56,1.549,1.821,-0.678,-1.47,-4.632
IBKR,1455,57,-1.763,-1.589,-1.188,-0.654,-4.266
IBKR,1461,60,-3.905,-3.669,-3.858,-3.32,-1.391
IBKR,1469,73,0.402,0.041,0.961,-3.811,-2.27
IBKR,1494,87,-0.247,-1.55,-0.422,-3.253,-0.015
IBKR,1512,51,0.14,-1.764,-2.384,-2.664,-5.425
IBKR,1516,82,-0.88,-4.876,-4.486,-7.574,-0.462
IBKR,1526,89,-1.565,-1.841,-1.826,-2.275,5.739
IBKR,1698,77,-1.236,-3.919,-4.308,,
IBM,54,72,-0.036,-1.186,-1.437,-2.093,-2.0
IBM,66,87,0.898,0.126,0.042,0.597,2.745
IBM,211,61,0.05,0.324,0.137,1.954,3.454
IBM,301,56,0.305,0.02,-0.551,-1.297,-0.449
IBM,367,66,0.629,-1.561,-0.587,-0.529,-2.556
IBM,394,77,-1.085,-1.321,-0.114,-9.511,-9.853
IBM,411,76,1.147,1.756,1.554,2.498,0.857
IBM,456,67,0.376,1.719,1.474,0.507,0.638
IBM,667,68,0.159,2.567,2.832,3.19,3.117
IBM,696,73,0.69,0.791,1.169,5.83,6.643
IBM,769,73,0.067,0.062,-1.16,-2.362,-2.193
IBM,783,73,1.034,0.963,1.17,1.25,0.991
IBM,806,72,-0.104,-0.15,0.84,2.03,1.853
IBM,907,76,-1.144,-1.281,0.144,4.736,-0.592
IBM,910,83,3.343,3.72,4.585,-1.269,-2.55
IBM,924,67,-2.486,-2.384,-1.109,-3.787,-1.799
IBM,928,79,-3.892,-3.543,-3.004,-1.55,-0.789
IBM,934,84,0.095,0.62,1.256,-0.902,0.097
IBM,943,57,0.226,0.147,0.903,-1.125,-10.064
IBM,962,81,0.839,1.588,1.815,1.334,0.319
IBM,983,61,-0.146,-0.33,0.868,2.074,3.931
IBM,1094,59,-0.836,-1.954,-1.846,-8.92,-8.549
IBM,1098,71,-1.723,-8.882,-9.211,-8.511,-9.295
IBM,1118,69,0.386,0.326,-0.525,-5.416,-4.937
