ticker,candle_index,score,ret_1,ret_2,ret_3,ret_6,ret_10
BRK.B,475,71,-0.142,0.078,1.555,0.415,-0.271
BRK.B,494,63,-0.263,-0.508,0.226,0.598,3.237
BRK.B,543,57,-0.074,-0.411,-0.342,0.99,2.606
BRK.B,598,62,0.503,0.657,-0.042,-0.379,-0.909
BRK.B,611,55,0.038,-0.049,0.717,-0.367,0.243
BRK.B,669,86,0.663,0.908,-0.336,-0.459,0.675
BRK.B,755,71,-1.189,-2.434,-1.12,-0.59,-1.097
BRK.B,761,100,0.035,-0.237,-0.866,0.455,0.903
BRK.B,781,64,-0.575,-0.765,-0.399,0.186,-0.485
BRK.B,785,60,-0.138,0.265,-0.661,-0.406,-0.549
BRK.B,804,64,1.63,1.724,1.84,2.822,4.835
BRK.B,961,79,1.055,1.934,2.197,0.931,-2.764
BRK.B,1010,72,-0.296,-0.375,-1.141,-1.445,-2.046
BRK.B,1021,71,0.226,-0.638,-0.984,-1.425,-1.998
BRK.B,1030,35,-1.042,-1.018,-2.102,-2.852,-2.022
BRK.B,1042,72,-0.26,-0.667,-0.913,-0.85,-1.632
BRK.B,1046,73,-0.204,-0.604,0.078,-1.387,-1.138
BRK.B,1054,39,-0.082,-0.072,-0.429,1.742,0.045
BRK.B,1092,80,-0.2,0.626,-0.026,1.895,1.406
BRK.B,1125,73,1.299,1.135,2.682,3.014,2.902
BRK.B,1224,58,-0.641,-0.94,-0.542,-0.73,-2.231
BRK.B,1231,65,-1.158,-0.831,-1.76,-3.31,-2.928
BRK.B,1245,89,0.956,0.948,2.015,1.638,3.056
BRK.B,1325,71,0.572,0.779,1.347,1.08,1.683
BRK.B,1356,52,0.519,0.659,0.561,0.347,0.076
BRK.B,1376,67,-0.228,-0.819,-0.264,-0.499,-1.134
BRK.B,1410,71,-1.346,-1.733,-1.846,-2.091,-1.358
BRK.B,1419,72,0.183,2.264,2.339,3.654,5.344
BRK.B,1471,60,0.845,0.669,0.971,-3.293,-3.501
BRK.B,1486,81,0.759,0.743,-0.81,-0.639,-1.214
BRK.B,1524,81,0.441,0.339,0.299,0.248,0.567
BRK.B,1560,71,-0.501,0.746,0.604,-0.143,0.02
BRK.B,1576,68,-0.322,-0.03,-0.198,2.222,1.103
BRK.B,1615,62,2.231,1.97,1.738,1.863,1.327
BRK.B,1682,56,-0.085,-0.164,0.382,2.964,3.221
BRO,63,96,0.0,-1.018,-1.262,-2.969,-0.43
BRO,178,75,-0.481,-0.339,-1.06,-0.665,0.452
BRO,200,84,-0.078,-1.333,-1.382,2.091,1.95
BRO,205,73,0.784,1.078,0.042,1.134,2.016
BRO,391,100,0.45,0.377,1.436,-0.061,-0.888
BRO,496,56,-0.232,-0.508,-0.409,1.568,2.959
BRO,606,78,0.242,-0.029,-0.518,-0.687,1.587
BRO,665,53,1.147,1.536,2.048,5.064,6.752
BRO,747,73,0.473,1.157,0.781,-0.617,-2.652
BRO,758,48,0.176,-0.117,0.8,-0.325,1.218
BRO,786,70,-0.251,-0.842,-0.679,-0.522,0.197
BRO,790,75,-1.203,-0.741,0.918,-0.025,0.81
BRO,962,97,1.809,1.75,1.254,-0.05,-4.57
BRO,976,72,-0.406,-0.347,-4.324,-2.869,-6.423
BRO,993,74,-0.361,0.524,0.406,0.239,-0.849
BRO,1007,81,0.72,1.622,1.832,1.668,0.666
BRO,1050,99,1.158,0.915,1.596,1.438,3.575
BRO,1102,81,-0.355,-0.24,-1.15,-10.566,-11.192
BRO,1119,75,0.289,0.773,1.269,3.061,4.477
BRO,1181,83,0.338,0.948,0.087,1.635,2.235
BRO,1232,74,-0.443,-4.391,-6.502,-8.102,-12.192
BRO,1248,66,-0.013,-0.467,-1.016,0.601,0.825
BRO,1284,57,-0.006,-0.143,-1.374,-0.23,0.144
BRO,1290,39,0.125,0.343,-0.062,0.748,1.209
BRO,1322,73,0.095,0.397,2.139,3.401,2.07
BRO,1369,83,1.167,0.753,-1.946,1.142,1.036
BRO,1375,57,-0.012,0.012,-0.887,-0.217,-2.333
BRO,1390,56,-0.279,0.044,0.107,-0.295,-2.169
BRO,1406,81,0.196,0.025,0.62,-6.257,-8.744
BRO,1426,81,0.557,0.659,1.183,-0.041,-6.431
BRO,1446,84,-0.993,-1.13,-1.497,-0.935,-0.827
BRO,1523,99,-0.199,-0.1,-0.13,1.034,1.693
BRO,1582,90,-0.871,-3.759,-3.359,-0.107,4.23
BRO,1586,81,0.923,1.719,1.846,6.136,5.086
BRO,1615,76,1.543,2.58,1.368,3.033,4.488
BSX,54,76,0.099,0.661,-0.237,-0.71,-0.118
BSX,71,83,1.508,2.238,2.098,4.935,5.265
BSX,394,70,0.525,6.805,6.236,6.703,4.816
BSX,500,50,-0.052,-0.298,0.324,1.206,0.389
BSX,539,74,-1.132,0.871,1.219,1.768,1.882
BSX,666,65,0.282,0.399,1.52,1.608,3.727
BSX,741,51,-0.033,0.591,-0.055,-0.394,-0.132
BSX,766,58,0.835,1.068,1.48,1.029,-0.056
BSX,896,85,0.679,1.572,1.159,1.654,1.581
BSX,922,79,0.844,1.796,1.637,3.695,3.623
BSX,962,87,0.256,0.63,0.662,1.687,-0.128
BSX,1049,82,-0.558,0.059,-0.343,-0.299,1.663
BSX,1131,80,-1.2,-0.951,-1.2,-0.394,1.037
BSX,1186,97,-0.477,-1.787,-0.376,-1.198,-3.939
BSX,1255,56,-0.03,-0.18,1.075,2.396,4.109
BSX,1290,69,1.085,0.946,0.747,1.09,0.627
BSX,1327,70,-0.389,-0.697,-0.437,0.394,4.461
BSX,1399,97,0.596,0.345,0.645,0.656,2.778
BSX,1442,86,-0.299,1.683,0.76,1.559,3.59
BSX,1503,75,2.701,2.049,1.963,0.158,-0.365
BSX,1517,80,1.247,0.573,-0.917,-9.824,-11.135
BSX,1535,85,-1.774,-2.086,-2.078,0.927,3.244
BSX,1554,95,-0.185,1.354,1.062,-5.862,-12.348
BSX,1576,90,-0.98,-3.361,-5.593,-5.164,-7.028
BSX,1584,71,-1.95,-1.83,-0.989,1.183,4.306
BSX,1586,35,0.857,-0.264,-0.8,6.684,6.345
BSX,1616,76,-2.105,-1.853,-1.772,-2.629,-6.087
BSX,1639,81,-1.393,-2.479,-2.884,-3.191,-6.383
BSX,1651,79,6.074,4.774,2.648,5.215,4.506
BSX,1671,78,-1.58,-1.311,-0.841,-3.194,-2.286
BSX,1682,73,-0.729,3.487,2.041,3.633,1.917
BX,71,80,-1.083,-0.022,0.812,6.312,5.868
BX,228,71,0.436,1.747,1.743,3.357,3.139
BX,310,55,-0.296,-0.288,0.316,0.513,0.683
BX,331,67,-1.213,-0.725,-1.505,-2.545,-1.584
BX,339,78,-1.079,-0.936,-1.856,-2.11,1.364
BX,343,50,0.248,-1.209,-1.397,2.297,2.313
BX,349,67,3.216,3.02,0.837,0.814,2.488
BX,394,77,-0.313,-1.18,-0.698,-1.244,-4.598
BX,412,83,0.589,1.851,0.822,1.017,2.135
BX,454,73,0.504,-0.809,-1.577,-1.28,3.282
BX,548,80,1.223,2.146,2.547,0.743,-0.21
BX,632,58,1.473,1.634,2.222,4.332,12.618
BX,737,60,0.54,-0.016,1.635,-0.68,-0.607
BX,767,77,0.32,0.365,1.019,-1.047,-1.829
BX,794,69,0.186,-4.882,-4.467,-5.109,-2.48
BX,804,74,3.596,4.151,3.395,4.376,7.319
BX,851,100,0.006,-1.621,-2.584,-3.449,-5.627
BX,868,99,-0.967,-0.426,0.668,0.088,-0.81
BX,890,81,0.327,1.142,-1.0,0.189,-0.239
BX,922,99,3.173,4.919,3.862,6.339,5.281
BX,948,81,-7.069,-9.797,-16.042,-15.534,-6.893
BX,962,100,1.765,2.603,5.76,1.667,-5.465
BX,975,85,-0.708,4.91,5.2,3.601,1.654
BX,1032,64,-0.374,-0.165,0.162,1.043,2.842
BX,1059,60,0.939,0.519,0.631,6.7,7.201
BX,1144,64,-0.4,-0.012,0.74,1.516,-1.146
BX,1215,90,-0.457,0.0,-2.976,-4.702,-1.573
BX,1250,69,-1.69,-0.63,-0.637,1.136,0.194
BX,1270,78,0.049,-1.457,-2.228,-2.666,-1.931
BX,1280,73,1.673,0.123,-0.173,2.884,3.541
BX,1435,93,1.07,1.139,3.502,1.624,0.7
BX,1470,72,0.74,-0.414,-0.254,-4.093,-7.874
BX,1483,84,0.079,0.228,2.033,-1.827,-2.784
BX,1503,79,3.212,4.575,7.152,5.928,2.091
BX,1518,48,0.504,1.072,-0.985,3.52,3.804
BX,1599,74,-0.135,-0.329,0.076,-2.017,-1.333
BX,1615,82,-3.255,-2.791,-2.787,1.425,1.914
BX,1651,69,1.669,2.689,3.906,1.117,2.179
BXP,42,74,-1.31,0.52,2.297,-0.592,4.953
BXP,71,88,-0.113,0.488,-0.206,4.718,7.953
BXP,98,92,-1.304,-1.469,0.721,-4.189,-3.625
BXP,125,77,0.39,4.931,3.932,2.951,14.955
BXP,232,72,0.261,0.985,0.797,3.036,3.144
BXP,269,89,-0.67,-0.358,1.62,-0.499,1.947
BXP,283,40,0.942,0.103,3.222,6.538,4.567
BXP,316,59,0.762,0.914,0.503,0.632,-4.251
BXP,334,67,-0.909,-1.864,-1.243,-3.36,-2.26
BXP,337,35,1.327,1.062,-2.144,-1.518,-0.873
BXP,348,69,1.752,3.567,4.373,0.537,-1.563
BXP,360,72,0.054,-2.658,-3.026,-4.159,-5.837
BXP,373,69,2.568,3.208,-2.292,-1.976,-7.27
BXP,391,94,1.429,1.894,5.93,4.502,2.159
BXP,414,57,-0.753,-1.829,-1.976,-0.198,3.952
BXP,419,57,-0.423,0.049,1.774,4.198,3.563
BXP,450,74,0.284,1.311,0.134,0.426,-0.768
BXP,464,72,-2.329,-0.505,-0.212,-0.391,0.456
BXP,499,51,0.512,5.25,5.998,11.297,12.061
BXP,672,84,1.467,1.405,0.878,1.945,-2.86
BXP,697,74,-0.264,-0.327,-0.1,2.248,1.281
BXP,734,50,0.539,0.375,-0.381,-3.47,-3.077
BXP,750,64,-0.678,-1.134,-1.196,-7.164,-9.568
BXP,767,73,0.344,1.024,0.899,-1.044,-1.996
BXP,802,80,0.257,0.242,2.731,3.577,4.649
BXP,848,74,-0.062,-0.226,-0.527,-0.404,-2.649
BXP,854,21,0.014,-1.787,-1.842,-1.842,-3.175
BXP,868,67,-0.316,-0.484,-0.183,-2.716,-2.415
BXP,886,83,0.917,0.215,1.355,1.634,1.261
BXP,911,84,0.254,0.458,-0.966,-4.25,-5.485
BXP,923,93,0.41,-0.132,0.088,0.534,1.273
BXP,962,93,1.914,3.662,4.314,4.009,3.233
BXP,1073,75,-2.332,-2.186,-0.603,0.283,2.797
BXP,1076,74,-0.175,1.016,0.892,2.799,2.55
BXP,1129,75,-1.557,-0.427,-0.565,-0.519,1.42
BXP,1218,79,-0.691,0.092,0.282,1.707,3.316
BXP,1220,74,0.19,-0.148,-0.374,2.784,5.012
BXP,1253,75,2.018,3.087,3.187,2.096,2.695
BXP,1285,78,0.589,1.056,1.515,4.308,4.423
BXP,1320,77,-0.375,1.162,1.353,1.055,1.488
BXP,1350,69,-0.267,-0.065,-0.007,-0.498,-2.653
BXP,1371,80,-0.514,-3.085,-2.894,-1.528,-1.645
BXP,1377,76,0.313,1.447,1.387,-0.224,-1.551
BXP,1390,74,0.254,0.224,0.575,-1.695,-1.807
BXP,1414,92,-2.877,-3.021,-1.729,-2.16,-5.264
BXP,1417,44,-0.161,-0.069,-0.438,-2.759,-1.875
BXP,1428,83,-0.471,-0.91,-0.84,1.585,4.364
BXP,1455,83,-0.292,0.569,1.105,-1.072,-3.574
BXP,1469,99,0.233,1.862,1.646,-3.134,-6.517
BXP,1499,98,-0.313,-1.384,-1.574,1.479,1.257
BXP,1530,75,-0.073,-0.664,-0.452,1.569,2.734
C,72,75,1.049,0.842,1.305,7.717,7.602
C,232,76,0.551,0.475,0.466,1.816,1.978
C,285,66,1.501,2.771,2.317,1.649,2.103
C,392,72,1.333,3.84,4.139,2.743,4.076
C,458,69,-0.587,-1.585,-1.15,-2.741,-4.231
C,471,94,0.849,1.232,0.658,-0.216,2.531
C,545,77,-0.329,0.05,0.136,4.916,5.924
C,594,76,1.533,1.524,2.072,7.945,7.158
C,766,73,1.734,1.992,1.727,1.842,1.089
C,896,89,1.126,0.24,-3.467,-6.971,-7.692
C,920,87,1.919,2.261,3.51,4.492,6.827
C,961,90,2.138,4.524,4.78,4.109,3.248
C,1214,95,0.261,0.422,0.206,-1.969,-0.969
C,1230,60,-0.03,1.67,2.211,2.074,1.295
C,1281,62,-2.85,-3.385,-3.692,-0.762,0.317
C,1287,68,-0.219,-0.578,0.17,2.709,3.605
C,1393,87,-0.097,-0.076,-2.446,-3.597,-2.399
C,1403,87,0.212,-1.149,-1.474,-0.325,-0.481
C,1454,80,0.501,-0.648,-0.199,-0.246,-4.262
C,1469,82,0.298,1.719,2.031,-3.61,-2.255
C,1484,76,-0.26,-2.621,-2.559,-5.158,-1.877
C,1495,92,-1.046,0.165,-2.789,-3.046,-1.174
C,1502,68,0.44,0.749,0.786,2.049,3.902
C,1596,75,1.492,1.683,1.435,1.322,2.611
C,1678,77,-0.944,-0.962,-1.228,-0.922,-3.977
C,1690,40,0.792,1.215,0.857,4.809,3.183
CAG,40,98,0.785,0.731,0.53,-2.046,1.644
CAG,65,65,0.018,-0.324,-2.035,-1.945,-2.774
CAG,72,19,0.106,-0.352,-1.212,2.082,0.399
CAG,76,52,0.527,1.326,1.035,-0.345,0.418
CAG,188,90,0.175,0.543,0.666,3.471,2.577
CAG,209,76,0.377,-0.582,0.034,-1.626,-0.924
CAG,225,53,-1.124,-0.568,-0.726,-1.003,0.432
CAG,235,53,1.464,1.257,1.86,1.068,2.101
CAG,288,72,-0.055,0.221,0.147,4.858,3.257
CAG,327,56,-0.912,-0.894,-0.537,0.626,1.735
CAG,330,27,1.054,1.288,1.169,2.176,0.54
CAG,452,75,0.553,-0.888,-0.218,-1.222,-2.211
CAG,473,79,-0.331,-0.576,0.645,2.355,-0.649
CAG,495,73,-0.49,0.735,0.63,-1.296,-0.228
CAG,631,68,0.119,-0.409,0.426,1.227,3.153
CAG,668,74,0.103,-0.581,-0.67,-2.715,-3.986
CAG,699,82,1.071,1.614,2.045,3.038,3.487
CAG,766,67,-0.182,-0.2,0.581,-0.073,0.327
CAG,811,97,-0.174,-0.058,0.368,-1.819,-2.089
CAG,822,70,1.142,2.012,1.657,3.412,2.682
CAG,861,82,0.642,-0.662,-0.662,0.301,-4.235
CAG,878,72,0.202,2.58,4.314,4.374,5.221
CAG,939,56,0.876,1.219,1.086,0.876,2.82
CAG,964,68,-2.005,-2.406,-3.456,-3.303,-2.692
CAG,974,75,-1.236,-1.079,-1.707,-4.1,-4.493
CAG,1001,83,0.975,-0.997,-1.17,-1.625,-0.585
CAG,1008,78,0.329,0.9,0.747,1.405,-2.086
CAG,1021,74,0.35,-0.175,-0.526,-0.197,-0.92
CAG,1041,87,-0.022,-0.802,-0.334,-1.56,-3.009
CAG,1060,97,-2.889,-4.706,-4.543,-5.009,-1.957
CAG,1069,85,-1.151,-1.034,-0.681,-4.134,-4.322
CAG,1093,83,-0.498,-1.678,0.891,2.937,0.734
CAG,1116,76,0.08,1.276,0.771,2.313,4.121
CAG,1159,66,1.636,1.821,2.85,2.56,2.613
CAG,1195,100,3.802,5.525,3.884,4.54,3.474
CAG,1221,62,0.054,-0.431,0.135,1.212,-1.454
CAG,1254,75,-0.842,-0.696,-1.48,-0.406,0.784
CAG,1276,58,-0.144,0.489,0.115,-0.23,2.127
CAG,1318,71,1.052,1.754,1.929,2.865,4.56
CAG,1354,78,-0.058,-0.114,-0.143,-0.42,-0.715
CAG,1379,91,0.03,-0.531,-1.682,-2.007,1.092
CAG,1465,70,0.105,0.473,-2.551,-1.473,1.4
CAG,1472,93,0.053,2.461,3.136,2.781,1.391
CAG,1491,54,-1.236,-1.945,-3.576,-10.673,-13.696
CAG,1514,78,-1.363,-4.12,-2.853,-0.475,-1.648
CAG,1548,80,-0.202,-0.202,-0.302,-1.478,-4.601
CAG,1563,75,0.42,-0.35,-0.175,-1.541,-1.961
CAG,1573,75,0.25,0.429,2.071,0.893,-0.001
CAG,1592,79,0.396,0.072,-0.864,-1.908,-2.593
CAG,1604,74,-1.073,-1.036,-1.886,-5.064,-5.914
CAG,1617,82,0.923,1.039,2.616,2.578,5.694
CAH,176,85,-0.237,0.335,0.241,-0.01,-0.483
CAH,269,67,-0.264,-3.417,-2.86,-0.878,-2.199
CAH,275,78,-0.057,-1.633,-1.6,-1.1,-1.428
CAH,281,73,0.486,0.621,-0.14,0.9,0.583
CAH,359,53,-0.582,-0.622,-0.888,-1.164,-2.176
CAH,385,80,-0.728,-0.598,-0.84,0.961,-3.527
CAH,400,72,-0.338,-0.821,-0.589,-0.695,-4.515
CAH,403,57,0.049,0.097,-0.107,0.117,-4.187
CAH,420,74,-0.26,-1.112,-1.783,-2.114,-0.947
CAH,441,76,-1.489,-1.66,-1.38,1.359,3.268
CAH,445,87,1.196,1.601,1.768,3.515,1.861
CAH,507,76,0.279,1.172,0.909,-0.121,0.688
CAH,616,66,-0.249,-0.127,-0.236,1.505,2.076
CAH,661,82,1.132,-1.163,-2.273,-1.489,0.662
CAH,758,73,0.669,0.403,1.27,0.494,2.382
CAH,849,58,-0.541,-0.596,-0.314,0.0,0.659
CAH,878,74,0.086,0.102,-0.169,0.864,0.385
CAH,920,73,0.519,1.394,1.814,4.118,5.401
CAH,963,68,1.545,1.029,1.168,2.475,0.49
CAH,1107,76,0.127,0.337,0.661,-0.915,0.511
CAH,1123,74,1.144,0.28,-6.961,-5.887,-4.922
CAH,1138,79,0.897,0.937,0.007,-3.371,-1.57
CAH,1148,75,0.054,0.814,0.214,0.117,-0.047
CAH,1184,70,1.317,1.442,1.258,0.023,3.211
CAH,1320,70,-0.146,-0.033,-0.106,-0.418,0.725
CAH,1384,68,-1.41,-1.301,0.884,1.875,0.751
CAH,1500,79,-1.139,-0.724,-0.902,-2.081,-4.88
CAH,1517,94,-0.747,-1.764,-2.583,-2.398,0.289
CAH,1563,87,-0.943,-1.337,-8.09,-5.048,-4.192
CAH,1573,79,-2.751,-2.822,-5.03,-6.766,-7.269
CAH,1585,98,2.62,4.252,4.475,7.127,6.853
CAH,1683,80,0.767,0.588,1.579,0.474,0.851
CARR,71,75,1.267,0.633,3.273,5.49,5.88
CARR,207,63,-0.089,0.408,0.656,1.081,-0.124
CARR,231,66,0.761,0.251,0.787,0.054,0.125
CARR,242,70,0.347,-0.347,-0.864,-0.241,0.347
CARR,248,58,0.572,-0.173,0.688,-1.786,-0.714
CARR,275,85,0.334,-0.499,0.191,-3.58,-1.511
CARR,286,56,0.593,0.665,-1.203,-3.7,-3.502
CARR,302,90,0.185,-0.536,0.102,1.322,1.257
CARR,374,58,0.763,-1.144,-1.37,-1.543,-4.699
CARR,395,95,-1.015,-0.689,6.927,9.701,11.46
CARR,459,73,0.096,-0.255,-1.467,2.647,2.599
CARR,496,61,-0.871,-1.346,0.348,5.179,6.684
CARR,499,60,0.363,4.798,4.814,6.645,8.333
CARR,546,75,0.653,1.812,1.594,6.376,6.734
CARR,666,73,0.19,0.292,-0.292,3.321,3.929
CARR,702,79,0.118,-0.393,-0.007,3.211,0.531
CARR,741,77,-0.014,0.94,0.353,-0.909,-2.903
CARR,764,72,0.548,0.607,1.163,2.135,0.782
CARR,803,76,-0.148,0.625,0.844,1.618,1.691
CARR,848,87,-0.209,0.209,0.688,-1.492,2.311
CARR,869,76,0.177,1.346,2.411,1.623,3.223
CARR,905,82,-1.309,-0.852,-0.578,2.116,-0.426
CARR,960,100,-0.974,0.33,1.956,2.422,1.431
CARR,1039,55,0.231,0.294,0.406,1.602,-0.258
CARR,1059,52,0.209,0.098,0.139,2.587,3.382
CARR,1125,73,1.711,1.325,3.02,1.325,2.497
CARR,1161,87,0.458,0.153,-3.839,-4.602,-5.876
CARR,1192,71,-0.085,0.406,0.896,-0.389,0.997
CARR,1222,88,0.409,3.526,4.144,-0.949,1.193
CARR,1259,68,-1.038,-0.785,-0.611,-2.337,-4.895
CARR,1285,99,0.086,1.032,-0.353,3.228,3.82
CARR,1323,63,0.38,-0.732,-1.919,-2.734,-1.01
CARR,1333,68,-2.116,-2.032,-1.882,-0.375,-0.393
CARR,1337,64,-0.706,-1.115,-1.292,-1.134,-0.604
CARR,1474,70,0.461,0.641,-1.766,-4.633,-3.805
CARR,1505,84,1.132,1.088,0.465,1.886,2.781
CARR,1526,79,-0.576,-2.681,-2.655,-3.747,7.092
CARR,1601,66,0.796,-0.67,-1.332,-1.61,2.318
CARR,1667,80,-2.695,-1.462,-1.19,-1.548,-4.401
CARR,1669,49,0.276,0.873,0.495,-2.546,-0.946
CARR,1680,74,0.363,0.239,0.022,-4.064,-13.361
CARR,1696,76,0.305,-0.229,-0.092,-1.871,
CAT,41,73,1.242,0.671,-0.324,-0.696,-0.269
CAT,77,94,-0.38,0.625,-0.698,-1.054,-1.664
CAT,231,71,0.946,1.139,1.23,1.251,5.346
CAT,396,77,0.478,-5.842,-6.594,-3.54,-8.249
CAT,412,76,0.367,2.126,1.158,2.907,4.615
CAT,460,73,-0.423,-1.121,-1.133,-2.225,-2.26
CAT,470,56,-0.377,0.467,0.464,1.125,0.686
CAT,542,75,-0.228,0.711,-0.295,0.839,2.911
CAT,590,70,1.734,1.69,2.217,4.164,9.93
CAT,667,69,0.023,8.303,8.847,6.561,2.674
CAT,702,67,0.257,0.157,1.186,3.851,4.527
CAT,765,74,0.159,-0.121,0.277,0.644,-0.717
CAT,801,70,1.741,2.334,2.497,3.388,6.386
CAT,852,77,-0.59,-0.657,-0.419,-0.564,-3.281
CAT,868,75,0.003,-0.028,0.235,-0.566,-1.276
CAT,888,70,1.119,-0.318,0.076,-0.721,-0.626
CAT,905,86,-0.137,0.36,0.474,3.461,0.037
CAT,924,57,-1.649,-1.736,-0.893,-1.815,-0.306
CAT,933,63,-0.111,0.307,0.213,-0.604,-3.98
CAT,962,91,1.335,1.722,1.514,-1.094,-2.915
CAT,1136,78,-0.683,0.112,0.389,3.998,2.451
CAT,1166,57,-0.21,1.559,1.731,2.567,5.755
CAT,1287,55,-0.137,-0.645,-1.142,1.397,2.077
CAT,1344,83,-0.277,0.238,0.087,-0.093,-1.202
CAT,1363,68,0.949,0.838,4.596,4.541,0.788
CAT,1495,85,-1.238,-1.277,-2.341,-3.164,-1.994
CAT,1512,86,0.951,3.081,3.108,1.481,-3.318
CAT,1526,58,-0.537,-1.927,-2.258,-1.94,7.729
CAT,1678,75,-1.253,0.83,-0.837,-5.311,-13.304
CAT,1695,84,6.476,5.41,7.518,3.132,
CB,154,56,-0.444,-0.119,-0.18,-3.01,-4.093
CB,171,67,-0.77,-1.109,-1.379,-0.78,-0.331
CB,177,69,0.618,0.522,0.304,0.877,2.33
CB,334,68,0.906,1.808,1.979,1.773,1.939
CB,389,85,1.651,1.989,2.735,1.822,0.261
CB,475,57,-1.1,-0.747,0.357,-1.145,-1.558
CB,499,74,0.561,0.898,1.212,2.4,4.009
CB,631,64,-0.07,0.589,0.603,1.523,5.068
CB,671,73,-0.268,-0.257,-0.697,0.511,0.847
CB,747,81,-0.013,-0.054,-0.119,0.223,-1.57
CB,803,89,0.513,1.683,1.511,3.27,2.036
CB,826,55,0.842,1.206,0.343,2.514,0.456
CB,868,72,-0.893,-0.823,-0.54,-0.178,0.425
CB,872,69,0.261,0.096,0.026,0.7,0.502
CB,963,72,0.116,-0.453,-1.192,-0.935,0.187
CB,973,43,0.584,-2.142,-1.567,-4.057,-1.508
CB,983,65,0.215,0.042,0.552,0.608,1.595
CB,1058,65,-0.246,-0.482,-1.522,-1.603,0.541
CB,1096,82,0.44,-3.569,-2.554,-2.836,-3.024
CB,1112,97,0.46,0.278,0.562,1.667,1.886
CB,1185,60,1.047,0.854,0.54,1.722,2.305
CB,1228,84,0.276,-0.39,-0.053,-1.478,-1.283
CB,1244,53,1.697,2.394,2.623,1.755,3.002
CB,1313,66,0.152,0.099,1.88,2.056,2.896
CB,1377,52,-1.085,-1.521,-1.927,-2.016,-3.566
CB,1396,79,-0.322,-0.415,-1.764,-0.802,-0.622
CB,1500,79,-0.448,0.207,-0.13,0.015,-2.075
CB,1514,62,-0.904,-0.819,-1.622,-1.528,-1.327
CB,1523,66,-0.341,0.171,0.429,0.928,0.621
CB,1588,68,0.077,1.565,2.03,1.409,1.712
CB,1616,69,0.4,-0.828,-0.978,2.101,-0.15
CBRE,70,86,-0.007,3.756,2.734,6.008,10.838
CBRE,221,86,0.176,-1.911,-1.934,-0.762,0.293
CBRE,227,83,-0.413,-1.229,0.768,3.485,2.079
CBRE,272,84,-0.064,-0.57,0.392,2.488,-1.012
CBRE,394,77,-0.536,-1.552,-0.993,0.137,0.422
CBRE,460,75,1.166,0.467,0.589,2.291,0.219
CBRE,496,57,0.306,0.453,0.737,5.364,8.476
CBRE,705,66,0.894,0.901,4.239,4.306,4.977
CBRE,767,79,0.327,0.144,0.357,-0.639,-0.928
CBRE,805,82,-0.106,-0.152,2.743,3.178,6.843
CBRE,868,64,-0.405,-0.578,-1.204,-1.411,-1.774
CBRE,889,69,-0.698,-0.34,0.142,0.018,-1.105
CBRE,902,30,-1.07,-1.524,0.808,-5.024,-7.59
CBRE,905,65,0.035,-2.777,-5.786,-7.891,-11.17
CBRE,923,77,0.688,-0.68,-1.204,2.096,4.81
CBRE,946,62,0.786,1.71,-2.893,-9.879,-13.131
CBRE,964,84,1.143,-0.244,-0.714,-1.109,-0.723
CBRE,1028,83,-1.156,-0.336,-0.648,1.992,2.848
CBRE,1212,74,-0.241,0.32,0.718,1.967,3.523
CBRE,1254,75,0.217,0.474,-0.056,2.37,2.893
CBRE,1281,57,-1.576,-2.131,0.194,1.647,4.915
CBRE,1323,71,-0.363,-1.095,-1.126,-1.334,-0.251
CBRE,1433,66,-0.085,0.144,0.821,0.162,-11.767
CBRE,1454,99,0.614,-1.087,-1.203,-2.557,-4.536
CBRE,1501,94,0.987,0.916,2.085,0.127,-1.353
CBRE,1576,54,-1.005,0.007,-1.269,-3.114,-5.958
CBRE,1599,82,-0.972,-1.03,-2.639,-3.592,-4.965
CBRE,1610,76,1.295,-0.226,-0.162,3.577,6.651
CCEP,49,77,0.664,0.569,1.37,-0.345,-1.5
CCEP,132,61,-0.643,-0.61,-0.544,2.193,3.511
CCEP,216,58,2.014,2.456,2.578,2.624,1.236
CCEP,287,83,0.149,0.566,0.641,1.535,2.279
CCEP,390,76,0.835,2.386,3.086,3.832,6.993
CCEP,450,59,0.463,0.381,0.654,2.2,1.185
CCEP,501,64,0.054,0.975,0.298,-0.548,0.203
CCEP,524,51,-0.444,-0.7,-1.258,-0.7,1.036
CCEP,627,73,-0.295,-0.563,-0.831,-0.454,-1.483
CCEP,641,72,-0.051,-1.194,-2.057,-1.562,-0.508
CCEP,666,65,1.05,0.868,-1.983,0.181,1.076
CCEP,702,65,0.685,0.917,0.646,1.318,0.142
CCEP,767,75,0.171,0.421,0.447,0.263,0.185
CCEP,804,71,0.199,0.743,0.478,0.823,3.485
CCEP,921,80,0.786,2.647,2.417,3.384,2.695
CCEP,962,60,0.878,1.536,2.182,1.467,2.159
CCEP,1012,58,-0.631,-0.135,0.079,-0.158,0.056
CCEP,1138,78,0.238,-0.952,-1.203,-2.287,-3.777
CCEP,1152,71,-0.084,-2.27,-1.708,-2.057,0.169
CCEP,1160,86,0.407,0.678,1.796,0.0,0.943
CCEP,1176,53,0.017,-1.364,-1.574,-2.386,-0.79
CCEP,1186,53,-0.056,-0.367,-0.456,-0.546,0.534
CCEP,1212,64,-0.34,0.278,1.837,1.412,2.699
CCEP,1252,74,0.277,3.273,2.878,3.047,5.158
