rsi,vol,depth,mom,trend,ex_3,ex_6,ex_10
43.6255,0.9420,0.8257,1.0000,-2.2942,-2.0916981601355724,-1.3268212678099687,1.2282278789055978
41.8013,0.7596,0.9101,1.0000,-2.7794,-0.3094231608960085,3.459540391547328,3.0800351480086543
56.3355,2.1482,0.6708,1.0000,-0.2189,-2.943486002725452,-4.002055930303655,-11.378858299457782
41.7309,1.3785,4.4216,1.0000,-10.5058,-3.7549019756965043,-3.6749326595394147,-3.3394568199323946
49.0015,0.7506,0.5608,1.0000,0.1702,-1.862040379300548,-1.0684906777835121,-1.3533261880574121
47.3060,0.4744,0.5825,1.0000,-1.2253,0.49028569104841657,1.0134083720815314,1.6601007139653412
50.0121,1.4091,0.3113,1.0000,0.0190,-1.1291064693281816,1.4449938503486917,0.24399821897869273
59.4375,1.2988,0.1537,1.0000,1.7169,0.0593232377005115,-1.7045913311351022,-0.28861318119264173
54.4840,0.7174,0.0034,1.0000,1.4045,-0.37675814840490207,0.5248735334765722,1.109196414489323
42.1930,0.8887,1.4769,1.0000,-3.7656,0.45390759060304986,-0.7001796929883728,2.5893427597339715
54.7969,1.0923,0.4608,1.0000,0.3002,-1.1576979555934985,-1.815150540836291,-3.4260409605355133
47.5709,0.7262,0.5165,1.0000,-1.5511,-0.7213705030346274,-1.069758209693422,-1.2075978469651794
44.0334,0.5939,0.5125,-0.3696,-1.8609,1.7270355099804424,-0.07871866954062817,0.5625217125396775
54.9732,2.2901,0.0916,0.2239,0.5416,0.019084709824842547,1.2570341035325563,0.9803719156737067
61.1644,4.1417,0.1875,1.0000,2.0806,-3.1360778620900067,-5.4385404695640185,-5.291229159739496
46.5662,0.8431,0.7005,1.0000,-1.8140,-2.4294973426997193,-3.6197039485592994,-2.7752778753264526
41.6867,1.9588,1.0999,1.0000,-3.1254,0.5987212623386495,1.3594239926787268,1.7209365474462734
39.8440,0.6824,2.4342,1.0000,-5.8869,-0.31170720898073045,3.3263365744918674,-0.5159781669952779
49.0481,0.8442,0.9321,1.0000,-2.5867,0.590125709288033,-3.7420714623257743,-2.6102292843859773
50.1208,1.4736,0.5962,1.0000,-1.1435,-0.7105280726669638,-1.1404404983538394,-2.814275257270625
51.3895,2.6402,1.2404,1.0000,-1.3729,3.3214972805591567,1.377104566897375,-0.1266321782830137
